URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://app-measurement.com/a,COMPLETE,204,https,POST,image/gif,198.18.72.253/198.18.72.253,0,app-measurement.com/172.217.164.110,443,,02 Jun 2018 19:29:04,02 Jun 2018 19:29:04,02 Jun 2018 19:29:04,02 Jun 2018 19:29:04,165,1,5,81,9,5,64,6.9003906,95.268555,56.25,,293,585,,288,,29.1%,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:05,,,,,5,80,260,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:05,,,,,2,64,240,,,,,,,,,,,,,,
https://api.amplitude.com/,COMPLETE,200,https,POST,,198.18.72.253/198.18.72.253,0,api.amplitude.com/54.148.136.199,443,,02 Jun 2018 19:29:05,02 Jun 2018 19:29:05,02 Jun 2018 19:29:06,02 Jun 2018 19:29:06,127,,,,9,6,112,12.1796875,144.20508,41.503906,,267,1062,,248,7,,
https://api.branch.io,COMPLETE,-1,https,CONNECT,,198.18.72.253/198.18.72.253,0,api.branch.io/54.192.140.67,443,,02 Jun 2018 19:29:05,,,02 Jun 2018 19:29:07,1755,4,6,,,,,3.8417969,,,,168,1632,,0,5105,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:06,,,,,4,65,238,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:06,,,,,3,64,241,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:07,,,,,3,64,232,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:08,,,,,3,70,235,,,,,,,,,,,,,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.221.196.94,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:29:10,,,,,3,68,238,,,,,,,,,,,,,,
